job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI05750,Computer Vision Engineer,78962,,MI,FL,,,Australia,0,"Tableau, NLP, Scala, SQL, Java",Master,2,Real Estate,2024-09-17,23-11-2024,1875,6.2,
AI05751,AI Research Scientist,74149,,EN,FT,,,Singapore,100,"SQL, AWS, Tableau, Kubernetes",Associate,1,Energy,2025-09-04,14-05-2025,1349,5.2,
AI05752,Data Analyst,325119,,EX,CT,,,United States,0,"PyTorch, TensorFlow, Linux",Associate,13,Transportation,2025-02-27,03-05-2025,2152,8.2,
AI05753,Computer Vision Engineer,94613,,EN,PT,,,Switzerland,50,"Tableau, SQL, Deep Learning, Mathematics",PhD,0,Gaming,2025-09-03,07-05-2025,1269,9.4,
AI05754,AI Architect,163466,,SE,PT,,,France,50,"Linux, Docker, Deep Learning, Python, Computer Vision",Associate,8,Automotive,2024-12-11,25-12-2024,1877,7.0,
AI05755,AI Product Manager,64771,,EN,FT,,,United Kingdom,50,"SQL, Python, Kubernetes",PhD,0,Real Estate,2024-05-05,25-05-2024,516,5.7,
AI05756,Machine Learning Engineer,82330,,EN,CT,,,Germany,0,"PyTorch, Scala, Git, Deep Learning",Bachelor,0,Transportation,2024-07-09,15-10-2024,754,8.4,
AI05757,Head of AI,238951,,EX,FT,,,France,0,"PyTorch, Computer Vision, Hadoop, Python, Data Visualization",Master,16,Gaming,2024-08-09,31-10-2024,1954,8.8,
AI05758,Machine Learning Engineer,103661,,SE,PT,,,United Kingdom,0,"R, SQL, Deep Learning",Master,7,Technology,2024-08-24,09-09-2024,2190,6.9,
AI05759,NLP Engineer,265390,,EX,FT,,,Germany,50,"Tableau, Git, Linux",Master,18,Energy,2024-05-26,30-06-2024,624,8.2,
AI05760,Principal Data Scientist,107467,,SE,FL,,,Israel,100,"SQL, Java, NLP",Bachelor,9,Manufacturing,2025-04-13,13-06-2025,1379,7.0,
AI05761,Data Scientist,118678,,EX,PT,,,Finland,100,"Kubernetes, Java, Spark, Data Visualization",Associate,11,Automotive,2024-03-01,01-02-2024,1233,9.5,
AI05762,AI Research Scientist,248341,,EX,FT,,,France,50,"Spark, Tableau, Kubernetes",PhD,13,Finance,2024-05-11,16-12-2024,1550,7.2,
AI05763,NLP Engineer,73665,,MI,FT,,,Ireland,50,"AWS, Azure, Linux, Git",Master,3,Education,2024-02-08,26-09-2024,2276,5.1,
AI05764,Computer Vision Engineer,45917,,MI,CT,,,India,50,"Azure, SQL, Spark, PyTorch",Bachelor,2,Transportation,2024-10-13,03-11-2024,2488,8.6,
AI05765,Machine Learning Engineer,58565,,MI,CT,,,Singapore,100,"NLP, Linux, AWS",Associate,4,Transportation,2024-09-30,19-11-2024,1071,9.4,
AI05766,Data Engineer,64382,,MI,CT,,,Australia,0,"Docker, Deep Learning, Data Visualization, AWS",Associate,3,Transportation,2024-04-13,10-06-2024,1221,5.4,
AI05767,Data Scientist,70073,,MI,FT,,,Germany,0,"Tableau, Python, NLP",Bachelor,3,Technology,2024-07-27,30-08-2024,1376,7.1,
AI05768,AI Specialist,63505,,MI,PT,,,India,0,"NLP, Kubernetes, GCP",Associate,3,Healthcare,2025-03-19,07-05-2025,2065,6.3,
AI05769,Head of AI,57557,,EN,CT,,,Canada,0,"TensorFlow, Data Visualization, Tableau",Associate,1,Gaming,2024-10-29,20-11-2024,2069,6.3,
AI05770,Computer Vision Engineer,111106,,EX,CT,,,South Korea,100,"Git, Java, SQL, PyTorch",Associate,11,Transportation,2024-06-19,01-08-2024,941,7.3,
AI05771,Head of AI,98509,,SE,PT,,,Switzerland,100,"Java, Computer Vision, R, Azure",Master,5,Real Estate,2024-08-15,06-10-2024,2163,8.7,
AI05772,Principal Data Scientist,151167,,SE,FL,,,Singapore,0,"GCP, Docker, Git, Linux",PhD,8,Real Estate,2024-01-31,28-02-2024,2310,9.7,
AI05773,AI Software Engineer,93559,,MI,CT,,,Sweden,100,"R, PyTorch, Hadoop, Spark",Associate,4,Energy,2025-02-16,10-04-2025,1319,8.5,
AI05774,Research Scientist,123333,,EX,CT,,,Austria,50,"R, Spark, Hadoop, SQL",Master,16,Manufacturing,2024-03-25,15-05-2024,769,6.0,
AI05775,AI Consultant,208517,,EX,CT,,,Australia,0,"PyTorch, MLOps, Computer Vision, Statistics, NLP",PhD,17,Government,2024-07-20,08-09-2024,2342,5.9,
AI05776,Data Analyst,136105,,EX,PT,,,France,50,"Kubernetes, Python, TensorFlow, Statistics, Git",Bachelor,15,Government,2024-11-01,21-02-2024,718,7.5,
AI05777,Machine Learning Researcher,91371,,SE,FT,,,Canada,100,"Spark, SQL, Hadoop",Associate,8,Telecommunications,2024-06-08,29-08-2024,2480,8.2,
AI05778,AI Research Scientist,92080,,MI,FL,,,France,0,"Python, TensorFlow, PyTorch, Azure, MLOps",Master,3,Consulting,2024-02-25,17-04-2024,1926,9.0,
AI05779,Machine Learning Researcher,46833,,EN,FL,,,India,50,"AWS, Data Visualization, SQL, GCP, Mathematics",Associate,0,Manufacturing,2025-03-13,28-03-2025,1448,5.5,
AI05780,Machine Learning Engineer,57217,,EN,CT,,,China,0,"R, Kubernetes, Python, Statistics, Linux",PhD,1,Education,2024-02-13,08-03-2024,1234,7.4,
AI05781,AI Consultant,104573,,MI,CT,,,Germany,0,"Scala, Java, Spark, NLP, MLOps",Bachelor,4,Telecommunications,2024-04-11,14-12-2024,2341,5.7,
AI05782,AI Consultant,53006,,MI,FL,,,India,50,"Python, TensorFlow, AWS, Azure",Associate,4,Healthcare,2024-03-18,01-04-2024,2005,7.9,
AI05783,Data Analyst,51057,,MI,FL,,,Finland,0,"Statistics, Scala, Tableau, Azure",PhD,4,Finance,2025-03-16,13-04-2025,1553,7.3,
AI05784,Robotics Engineer,255972,,EX,FT,,,Norway,0,"Spark, Kubernetes, Mathematics, GCP, PyTorch",Bachelor,19,Telecommunications,2024-05-12,13-01-2025,606,5.9,
AI05785,Data Scientist,44975,,EN,PT,,,Switzerland,0,"TensorFlow, Mathematics, Scala, Kubernetes",Master,1,Consulting,2024-02-01,19-01-2024,1760,8.0,
AI05786,AI Software Engineer,176680,,EX,PT,,,Japan,0,"Deep Learning, MLOps, Git, Computer Vision",PhD,18,Manufacturing,2025-02-27,02-04-2025,1844,9.1,
AI05787,AI Product Manager,35078,,EN,FL,,,South Korea,50,"R, Tableau, Hadoop",Master,1,Energy,2024-08-22,27-10-2024,1545,8.6,
AI05788,AI Architect,75357,,MI,FL,,,United Kingdom,100,"TensorFlow, Python, Data Visualization, GCP",Master,2,Real Estate,2024-12-25,29-01-2025,1756,7.2,
AI05789,Head of AI,101372,,MI,PT,,,Netherlands,100,"Mathematics, Python, TensorFlow",Master,2,Retail,2025-02-16,22-04-2025,1233,5.4,
AI05790,AI Product Manager,96038,,SE,FL,,,France,50,"MLOps, NLP, Docker",Associate,6,Retail,2024-05-16,17-06-2024,1122,8.3,
AI05791,Machine Learning Engineer,48706,,EN,CT,,,China,100,"NLP, Kubernetes, AWS",Bachelor,1,Gaming,2024-04-30,21-05-2024,1210,5.4,
AI05792,Robotics Engineer,55338,,EN,CT,,,Japan,0,"Hadoop, MLOps, Deep Learning, SQL, TensorFlow",Bachelor,0,Gaming,2024-07-31,31-08-2024,1073,9.7,
AI05793,Machine Learning Researcher,101464,,MI,CT,,,Switzerland,0,"TensorFlow, Kubernetes, Statistics, SQL, Spark",Bachelor,3,Media,2024-10-15,06-12-2024,2000,8.2,
AI05794,Autonomous Systems Engineer,100300,,MI,FL,,,Singapore,100,"Spark, R, Java, Computer Vision",Bachelor,4,Healthcare,2025-04-13,22-05-2025,2175,5.4,
AI05795,Machine Learning Engineer,58275,,MI,FL,,,Japan,50,"Hadoop, Tableau, Spark, Scala",Master,2,Consulting,2024-12-04,28-05-2024,2117,9.5,
AI05796,ML Ops Engineer,45661,,EN,CT,,,Japan,0,"Python, Mathematics, TensorFlow, Spark",Master,1,Retail,2024-10-10,26-11-2024,607,6.4,
AI05797,Machine Learning Researcher,46713,,EN,CT,,,Sweden,100,"PyTorch, SQL, Linux, MLOps, Java",PhD,1,Technology,2024-04-13,07-05-2024,618,7.5,
AI05798,Computer Vision Engineer,62269,,MI,FT,,,Germany,100,"TensorFlow, Python, Deep Learning, Docker",PhD,4,Gaming,2025-09-04,23-05-2025,836,5.7,
AI05799,Head of AI,82092,,MI,PT,,,Finland,0,"SQL, PyTorch, Docker, Kubernetes",Bachelor,4,Manufacturing,2024-05-24,23-07-2024,619,6.6,
AI05800,Head of AI,101742,,SE,CT,,,China,50,"Linux, AWS, Hadoop",PhD,9,Technology,2024-02-15,03-03-2024,2204,9.3,
AI05801,Research Scientist,199617,,EX,FT,,,India,100,"Java, NLP, Scala, Docker",PhD,16,Healthcare,2024-09-07,10-09-2024,1555,9.4,
AI05802,Data Analyst,48152,,EN,PT,,,India,50,"AWS, Spark, Linux, PyTorch",Master,1,Healthcare,2025-01-20,27-03-2025,2303,9.6,
AI05803,Computer Vision Engineer,111994,,MI,FL,,,Austria,0,"Python, TensorFlow, Spark",Associate,3,Education,2025-04-26,22-06-2025,1441,9.8,
AI05804,Research Scientist,264874,,EX,FL,,,United States,100,"GCP, Python, Tableau, Data Visualization, TensorFlow",Associate,14,Technology,2024-05-14,27-06-2024,1623,8.3,
AI05805,AI Architect,195938,,EX,PT,,,Sweden,0,"Data Visualization, Scala, Kubernetes",Master,11,Government,2024-04-14,10-06-2024,1672,9.8,
AI05806,Machine Learning Engineer,66539,,MI,CT,,,China,50,"TensorFlow, Git, Python",Bachelor,2,Education,2025-03-19,22-04-2025,1176,6.4,
AI05807,AI Software Engineer,89067,,EN,CT,,,Germany,0,"Python, TensorFlow, Docker, PyTorch, Azure",PhD,1,Manufacturing,2024-12-17,15-02-2025,1430,7.3,
AI05808,Research Scientist,87710,,MI,PT,,,Israel,50,"Mathematics, MLOps, Computer Vision, PyTorch, Scala",Master,2,Government,2024-03-24,27-04-2024,627,7.2,
AI05809,AI Architect,227002,,EX,PT,,,Germany,0,"Spark, Git, Tableau",Associate,18,Technology,2024-05-16,28-06-2024,803,8.4,
AI05810,Computer Vision Engineer,171380,,EX,FL,,,Israel,50,"AWS, Linux, Data Visualization, NLP, Statistics",Bachelor,12,Government,2024-06-21,02-08-2024,875,8.9,
AI05811,NLP Engineer,138709,,MI,PT,,,United States,50,"Kubernetes, Python, Mathematics",Master,4,Energy,2024-03-14,21-04-2024,602,7.6,
AI05812,AI Research Scientist,73556,,EN,FL,,,Netherlands,50,"PyTorch, TensorFlow, R",PhD,1,Gaming,2025-03-31,13-05-2025,1697,7.4,
AI05813,Autonomous Systems Engineer,37672,,EN,PT,,,India,50,"AWS, Python, Mathematics, TensorFlow",Master,1,Automotive,2024-01-25,15-02-2024,1993,7.9,
AI05814,Deep Learning Engineer,197641,,SE,CT,,,Denmark,0,"GCP, R, MLOps, Hadoop",Bachelor,8,Automotive,2024-10-29,07-12-2024,569,9.6,
AI05815,AI Software Engineer,51239,,EN,PT,,,Ireland,100,"Azure, R, Kubernetes",Associate,1,Manufacturing,2024-08-01,23-02-2024,1891,9.6,
AI05816,Principal Data Scientist,51975,,EN,FL,,,Australia,100,"AWS, Azure, SQL, Spark",Bachelor,1,Energy,2025-02-20,14-03-2025,2477,5.1,
AI05817,Research Scientist,60134,,MI,FL,,,Singapore,0,"Mathematics, Statistics, Linux, Tableau, Deep Learning",Bachelor,2,Healthcare,2024-08-17,07-10-2024,553,6.5,
AI05818,Research Scientist,114743,,EX,PT,,,India,0,"Git, Spark, Linux, R, Python",PhD,16,Media,2024-04-16,10-06-2024,1657,6.5,
AI05819,Principal Data Scientist,151722,,EX,CT,,,Sweden,50,"Docker, GCP, Hadoop, Scala, Linux",Master,16,Automotive,2025-01-31,24-03-2025,631,9.0,
AI05820,Research Scientist,65494,,SE,FL,,,Singapore,0,"Data Visualization, NLP, Deep Learning, Kubernetes",PhD,5,Transportation,2024-12-28,23-02-2025,2285,6.4,
AI05821,Deep Learning Engineer,82178,,EN,FL,,,Norway,0,"Docker, Linux, GCP, Python",Bachelor,0,Healthcare,2024-10-04,11-06-2024,1845,8.0,
AI05822,Deep Learning Engineer,101619,,MI,CT,,,United States,100,"Java, Deep Learning, Docker",Bachelor,4,Consulting,2024-09-12,12-01-2025,2175,9.9,
AI05823,ML Ops Engineer,53986,,EN,FT,,,Japan,50,"Kubernetes, Hadoop, Scala, GCP",PhD,1,Automotive,2025-06-04,22-05-2025,1870,9.5,
AI05824,Data Analyst,92625,,SE,FL,,,France,50,"PyTorch, AWS, SQL, Scala, TensorFlow",Master,7,Technology,2024-04-24,31-05-2024,2243,5.4,
AI05825,Principal Data Scientist,98654,,MI,PT,,,India,50,"Python, TensorFlow, PyTorch",Associate,2,Government,2024-12-10,17-12-2024,1396,5.4,
AI05826,AI Specialist,66469,,EN,FL,,,France,50,"Kubernetes, Scala, Spark, Computer Vision, Hadoop",PhD,0,Technology,2025-02-20,13-04-2025,1647,7.6,
AI05827,Principal Data Scientist,51562,,EN,FL,,,Sweden,100,"Java, TensorFlow, MLOps, Linux",Bachelor,0,Healthcare,2024-11-28,19-01-2025,1448,9.0,
AI05828,Robotics Engineer,101007,,EX,PT,,,Austria,0,"Spark, SQL, Java, Azure, MLOps",Master,14,Media,2024-02-26,04-05-2024,1804,9.9,
AI05829,Head of AI,91390,,SE,FL,,,Japan,100,"Data Visualization, Linux, Docker",Associate,6,Manufacturing,2025-02-13,21-04-2025,801,9.0,
AI05830,Research Scientist,42122,,EN,FT,,,South Korea,100,"PyTorch, Linux, NLP, GCP, SQL",PhD,1,Telecommunications,2025-01-27,11-03-2025,2217,8.6,
AI05831,AI Consultant,66992,,EN,FL,,,France,50,"Data Visualization, SQL, Azure, Docker",Master,0,Consulting,2024-02-01,27-01-2024,1199,8.8,
AI05832,AI Software Engineer,99011,,MI,PT,,,Germany,100,"MLOps, Python, Linux, Computer Vision, TensorFlow",Associate,4,Government,2024-10-26,29-12-2024,883,6.9,
AI05833,Machine Learning Engineer,170202,,EX,PT,,,Austria,100,"Azure, Java, R, Hadoop",PhD,17,Gaming,2024-07-09,31-10-2024,1761,6.6,
AI05834,Data Analyst,103487,,SE,FL,,,Canada,100,"Spark, Python, Linux, TensorFlow",Bachelor,8,Technology,2025-04-20,21-06-2025,2219,8.9,
AI05835,Data Engineer,55859,,MI,FL,,,Canada,0,"Scala, Linux, Statistics",Master,4,Energy,2024-10-12,19-02-2025,1317,9.2,
AI05836,Principal Data Scientist,129593,,MI,FL,,,United States,0,"NLP, R, MLOps, Statistics",Master,2,Healthcare,2025-01-04,24-04-2025,2227,9.5,
AI05837,ML Ops Engineer,102142,,MI,PT,,,United States,100,"Mathematics, GCP, Data Visualization",Associate,3,Consulting,2024-03-15,02-05-2024,2289,5.1,
AI05838,Robotics Engineer,110548,,MI,FT,,,Netherlands,100,"Java, Python, Deep Learning",Associate,3,Gaming,2025-01-14,24-02-2025,733,6.4,
AI05839,AI Research Scientist,120099,,SE,PT,,,Australia,50,"Kubernetes, MLOps, Spark, Scala, Hadoop",PhD,7,Telecommunications,2024-06-15,05-07-2024,1736,8.8,
AI05840,AI Consultant,133076,,EX,CT,,,Ireland,0,"Linux, Tableau, SQL",Master,12,Education,2025-01-19,15-03-2025,1914,5.1,
AI05841,AI Consultant,94231,,EN,FT,,,Switzerland,0,"Python, GCP, Mathematics, Git",Associate,0,Energy,2024-04-19,23-06-2024,1068,9.4,
AI05842,Deep Learning Engineer,230984,,EX,PT,,,Netherlands,0,"SQL, Hadoop, Statistics",Master,14,Retail,2025-06-04,27-05-2025,2243,9.7,
AI05843,Deep Learning Engineer,57312,,EN,FL,,,Australia,100,"SQL, Python, Git, AWS, Linux",Bachelor,0,Retail,2024-09-10,08-12-2024,713,5.3,
AI05844,Data Scientist,126072,,SE,FT,,,Denmark,0,"PyTorch, Git, MLOps, Kubernetes",Master,9,Finance,2024-10-24,07-12-2024,576,9.2,
AI05845,Robotics Engineer,154386,,EX,CT,,,Ireland,0,"Scala, MLOps, R",Associate,15,Energy,2024-09-29,17-11-2024,1532,9.9,
AI05846,AI Architect,101102,,SE,FT,,,Japan,0,"PyTorch, Java, Deep Learning",Bachelor,6,Technology,2024-11-05,07-07-2024,907,5.7,
AI05847,Robotics Engineer,318078,,EX,CT,,,Denmark,100,"NLP, GCP, Java",PhD,11,Automotive,2024-03-09,02-11-2024,2250,8.7,
AI05848,Research Scientist,166296,,EX,FL,,,United Kingdom,50,"R, Java, MLOps, Git, Deep Learning",Master,16,Government,2024-08-04,04-05-2024,2209,6.8,
AI05849,Principal Data Scientist,66282,,EN,CT,,,Switzerland,100,"Linux, Git, Azure, Tableau, AWS",PhD,0,Retail,2024-06-06,28-07-2024,1236,6.9,
AI05850,Data Scientist,84634,,SE,CT,,,China,0,"Deep Learning, Python, Kubernetes, SQL, R",Bachelor,8,Consulting,2025-02-26,29-03-2025,1602,6.2,
AI05851,ML Ops Engineer,85112,,EN,PT,,,Switzerland,50,"MLOps, Data Visualization, SQL, Statistics",PhD,0,Energy,2025-01-15,27-02-2025,771,5.4,
AI05852,Head of AI,103765,,SE,FT,,,Norway,50,"PyTorch, Python, Scala",Master,6,Automotive,2024-05-18,27-07-2024,1981,7.1,
AI05853,ML Ops Engineer,209153,,EX,FL,,,Israel,0,"Kubernetes, Azure, Data Visualization, MLOps, Python",Master,14,Automotive,2024-05-15,06-07-2024,1158,6.6,
AI05854,AI Software Engineer,185143,,SE,FT,,,United Kingdom,0,"GCP, MLOps, Python",Master,5,Finance,2025-02-27,19-03-2025,2392,9.6,
AI05855,Robotics Engineer,65535,,EN,FT,,,Canada,50,"Python, Hadoop, Kubernetes",Master,0,Energy,2024-07-15,14-09-2024,1817,6.9,
AI05856,Deep Learning Engineer,45865,,EN,FT,,,India,0,"Linux, Azure, TensorFlow, Statistics, Data Visualization",Bachelor,0,Consulting,2024-09-12,08-02-2025,2225,9.8,
AI05857,ML Ops Engineer,159097,,EX,FT,,,Singapore,100,"R, MLOps, Python",PhD,11,Gaming,2024-02-18,06-03-2024,1197,5.2,
AI05858,Principal Data Scientist,77642,,EN,PT,,,Norway,0,"Python, NLP, Linux, Spark, TensorFlow",Associate,1,Finance,2024-11-04,19-05-2024,944,6.1,
AI05859,Deep Learning Engineer,88857,,MI,FL,,,Germany,0,"TensorFlow, Kubernetes, Linux",PhD,4,Transportation,2024-03-06,12-07-2024,1126,5.2,
AI05860,Computer Vision Engineer,93215,,EX,PT,,,Japan,100,"Deep Learning, Java, Tableau, AWS",PhD,17,Healthcare,2024-12-02,14-03-2024,761,6.7,
AI05861,AI Specialist,205542,,SE,CT,,,United States,100,"AWS, Python, Tableau",Associate,8,Education,2024-01-16,05-02-2024,1942,6.2,
AI05862,NLP Engineer,54744,,MI,FL,,,Austria,100,"Azure, Kubernetes, Spark",PhD,3,Energy,2024-03-28,15-04-2024,756,8.2,
AI05863,AI Product Manager,173985,,EX,FT,,,India,100,"Kubernetes, Deep Learning, GCP, AWS, R",Bachelor,10,Finance,2025-04-18,23-05-2025,2390,5.3,
AI05864,AI Specialist,205134,,EX,FT,,,India,0,"NLP, AWS, Deep Learning, Spark, TensorFlow",Associate,13,Retail,2024-06-26,18-07-2024,830,9.1,
AI05865,AI Architect,176425,,SE,PT,,,Switzerland,50,"R, Hadoop, Docker, Kubernetes, SQL",Associate,9,Finance,2024-09-22,20-10-2024,1420,8.1,
AI05866,Data Analyst,48363,,MI,PT,,,Ireland,100,"R, NLP, SQL, Docker, PyTorch",Master,4,Education,2024-10-23,24-12-2024,761,8.8,
AI05867,Principal Data Scientist,119954,,SE,FT,,,Japan,50,"Data Visualization, Linux, Kubernetes, Tableau, Docker",Associate,9,Retail,2024-11-08,04-10-2024,2238,7.3,
AI05868,ML Ops Engineer,90928,,MI,PT,,,Germany,50,"Java, Statistics, Deep Learning, Computer Vision",Bachelor,3,Real Estate,2024-01-08,02-09-2024,1504,5.2,
AI05869,AI Product Manager,105530,,MI,CT,,,Germany,0,"R, Tableau, SQL, Mathematics",Master,2,Telecommunications,2024-12-25,24-02-2025,1345,5.2,
AI05870,AI Research Scientist,67621,,MI,CT,,,Germany,50,"NLP, Azure, Deep Learning",Bachelor,2,Manufacturing,2025-04-30,25-05-2025,2161,7.6,
AI05871,Research Scientist,78105,,SE,FL,,,South Korea,0,"PyTorch, Scala, Tableau, Kubernetes",Associate,7,Retail,2024-06-02,11-03-2024,1249,7.1,
AI05872,Autonomous Systems Engineer,100362,,SE,FT,,,Ireland,50,"NLP, Hadoop, Java",Bachelor,7,Retail,2024-12-18,22-02-2025,1549,6.8,
AI05873,AI Architect,102509,,SE,FL,,,India,0,"Git, Linux, Kubernetes, Deep Learning",Associate,9,Real Estate,2024-05-10,30-11-2024,1121,9.4,
AI05874,AI Specialist,160758,,EX,PT,,,South Korea,100,"Mathematics, Git, Azure",Master,11,Education,2024-04-05,19-05-2024,1491,5.1,
AI05875,NLP Engineer,205594,,EX,FL,,,Austria,0,"Java, Deep Learning, Python, GCP",Bachelor,18,Media,2024-04-25,05-06-2024,1709,8.9,
AI05876,Data Engineer,144869,,MI,FT,,,France,50,"Hadoop, AWS, Computer Vision, TensorFlow, Azure",PhD,2,Telecommunications,2024-08-31,19-09-2024,1653,7.8,
AI05877,Data Scientist,85641,,MI,FT,,,Canada,50,"Python, Kubernetes, TensorFlow, AWS",Master,3,Real Estate,2024-02-02,14-03-2024,875,9.2,
AI05878,Autonomous Systems Engineer,106957,,SE,FL,,,Finland,0,"Deep Learning, TensorFlow, MLOps",PhD,9,Technology,2024-03-15,06-04-2024,1199,8.5,
AI05879,Autonomous Systems Engineer,42185,,EN,FL,,,South Korea,100,"AWS, Kubernetes, Hadoop",Bachelor,0,Automotive,2024-08-21,25-10-2024,752,9.6,
AI05880,Autonomous Systems Engineer,106174,,SE,FL,,,Singapore,0,"R, Scala, Git",PhD,9,Media,2024-11-05,19-06-2024,1919,9.9,
AI05881,AI Software Engineer,154100,,SE,FL,,,Singapore,50,"Hadoop, R, Spark, Docker",Master,8,Consulting,2024-04-30,18-05-2024,2286,7.7,
AI05882,Deep Learning Engineer,116223,,EX,FL,,,South Korea,100,"Data Visualization, GCP, Spark",Bachelor,16,Telecommunications,2024-12-26,15-01-2025,1263,7.6,
AI05883,Autonomous Systems Engineer,78724,,MI,FL,,,Australia,0,"SQL, Mathematics, TensorFlow, Deep Learning, Spark",Bachelor,2,Telecommunications,2024-12-30,07-03-2025,1058,7.0,
AI05884,Machine Learning Engineer,78465,,SE,FL,,,Germany,50,"Git, R, Deep Learning",Associate,9,Automotive,2024-08-26,21-10-2024,1485,5.6,
AI05885,Robotics Engineer,64132,,EN,PT,,,Netherlands,50,"Mathematics, Spark, Tableau, PyTorch",PhD,1,Automotive,2024-02-19,07-03-2024,960,7.4,
AI05886,Head of AI,67262,,EN,FL,,,Singapore,50,"Python, MLOps, Hadoop",PhD,1,Consulting,2024-06-20,17-07-2024,1442,6.6,
AI05887,AI Software Engineer,112978,,SE,PT,,,Sweden,50,"R, Scala, Data Visualization",Associate,5,Consulting,2024-12-01,29-01-2024,1215,6.1,
AI05888,AI Specialist,182070,,EX,PT,,,China,50,"Mathematics, Spark, AWS, Statistics, GCP",Bachelor,11,Media,2024-10-06,07-08-2024,2268,8.6,
AI05889,AI Product Manager,95011,,SE,PT,,,Finland,50,"Deep Learning, NLP, Java, Hadoop",Associate,6,Manufacturing,2024-08-29,07-10-2024,1598,9.6,
AI05890,ML Ops Engineer,46645,,EN,CT,,,Australia,0,"R, Kubernetes, GCP, Hadoop",PhD,0,Real Estate,2025-01-17,07-02-2025,832,9.7,
AI05891,Data Scientist,101981,,SE,PT,,,India,50,"Computer Vision, Docker, Mathematics, Linux",PhD,6,Healthcare,2024-10-20,21-11-2024,1243,7.0,
AI05892,Data Analyst,200530,,EX,FT,,,Australia,50,"Python, Azure, MLOps, Tableau",Master,19,Consulting,2024-11-12,10-01-2025,2307,6.8,
AI05893,Autonomous Systems Engineer,93234,,EX,FL,,,Austria,100,"PyTorch, AWS, Computer Vision, Deep Learning",Master,11,Media,2024-12-18,15-01-2025,790,5.7,
AI05894,Machine Learning Researcher,82842,,MI,FT,,,Australia,0,"Scala, MLOps, Data Visualization",Master,3,Telecommunications,2024-06-21,14-08-2024,1336,6.6,
AI05895,Data Engineer,137404,,SE,FL,,,Sweden,50,"Tableau, Java, R, Kubernetes, Spark",Associate,9,Telecommunications,2025-04-29,16-06-2025,1120,7.1,
AI05896,NLP Engineer,62094,,MI,PT,,,Finland,100,"Python, NLP, Data Visualization, TensorFlow",Bachelor,4,Retail,2024-10-12,08-01-2025,2444,8.7,
AI05897,Deep Learning Engineer,188150,,EX,CT,,,Canada,50,"GCP, Scala, Azure, Java",Bachelor,10,Energy,2025-08-04,25-05-2025,965,6.1,
AI05898,Research Scientist,85992,,MI,FL,,,India,0,"R, SQL, NLP, Mathematics",Bachelor,2,Consulting,2024-06-02,06-03-2024,1592,5.2,
AI05899,ML Ops Engineer,91631,,MI,FL,,,Sweden,0,"R, Kubernetes, Java, AWS, PyTorch",Master,2,Retail,2024-06-28,05-09-2024,1089,8.9,
AI05900,Robotics Engineer,54237,,EN,PT,,,India,0,"Python, Spark, Tableau",Master,1,Finance,2024-08-19,02-10-2024,2470,10.0,
AI05901,Head of AI,152763,,EX,FL,,,United States,50,"Python, TensorFlow, Azure, R",Master,14,Manufacturing,2024-04-13,26-05-2024,1417,6.4,
AI05902,ML Ops Engineer,139181,,EX,FT,,,Norway,50,"SQL, MLOps, Python, Hadoop, Spark",PhD,15,Energy,2024-04-16,02-06-2024,1912,7.8,
AI05903,Data Engineer,124141,,SE,PT,,,Sweden,0,"Data Visualization, Computer Vision, Scala, PyTorch",Bachelor,9,Healthcare,2025-05-03,08-04-2025,2054,6.5,
AI05904,AI Architect,67021,,EN,FT,,,Netherlands,50,"Java, Kubernetes, MLOps, Computer Vision",PhD,1,Education,2025-12-01,25-02-2025,1295,9.8,
AI05905,ML Ops Engineer,235058,,EX,FT,,,Denmark,0,"Git, Azure, Java",Associate,16,Telecommunications,2024-09-22,14-10-2024,670,8.5,
AI05906,Data Analyst,94754,,SE,PT,,,Ireland,100,"Computer Vision, Python, Azure, R, Mathematics",Master,7,Automotive,2024-11-15,10-01-2025,2484,8.5,
AI05907,AI Research Scientist,119939,,SE,FL,,,Australia,0,"Scala, Data Visualization, Kubernetes, Git",PhD,9,Healthcare,2025-04-01,11-03-2025,2473,6.1,
AI05908,Computer Vision Engineer,114245,,EX,PT,,,Japan,50,"Java, Linux, AWS, Tableau, Azure",Associate,18,Media,2024-07-31,15-08-2024,936,5.3,
AI05909,Head of AI,79814,,MI,FL,,,Israel,0,"Java, Python, Statistics",Associate,2,Real Estate,2024-08-15,24-09-2024,1666,9.6,
AI05910,AI Consultant,76333,,EN,FL,,,Australia,0,"R, Hadoop, Java, Statistics, Azure",Associate,0,Real Estate,2024-01-24,14-03-2024,1438,9.5,
AI05911,Machine Learning Engineer,101837,,EX,FL,,,United Kingdom,50,"NLP, Scala, TensorFlow, AWS, Azure",PhD,14,Automotive,2024-12-11,09-01-2025,1193,5.8,
AI05912,Data Engineer,156494,,EX,FT,,,Australia,0,"Java, Hadoop, Mathematics, Linux, Statistics",Master,13,Automotive,2024-03-26,11-05-2024,1274,5.1,
AI05913,AI Architect,65917,,MI,FL,,,India,50,"Data Visualization, Python, Azure, Deep Learning",PhD,3,Manufacturing,2024-08-20,30-09-2024,562,7.7,
